Clock Rate: 4 ticks per second
----------------------------------------
RECEIVE B | 1741131673.242927 | 2 | 2.0
RECEIVE A | 1741131673.497963 | 1 | 3.0
RECEIVE B | 1741131673.7530198 | 0 | 5.0
INTERNAL | 1741131674.008158 | 0 | 6.0
RECEIVE B | 1741131674.263155 | 1 | 17.0
RECEIVE A | 1741131674.51826 | 0 | 18.0
INTERNAL | 1741131674.772355 | 0 | 19.0
SEND A | 1741131675.030732 | 0 | 20.0
INTERNAL | 1741131675.2814898 | 0 | 21.0
INTERNAL | 1741131675.536521 | 0 | 22.0
RECEIVE A | 1741131675.791615 | 0 | 24.0
INTERNAL | 1741131676.0466702 | 0 | 25.0
RECEIVE B | 1741131676.2984478 | 0 | 26.0
SEND ALL | 1741131676.5589771 | 0 | 27.0
INTERNAL | 1741131676.802182 | 0 | 28.0
SEND ALL | 1741131677.064516 | 0 | 29.0
SEND B | 1741131677.3153 | 0 | 30.0
RECEIVE A | 1741131677.56631 | 0 | 32.0
INTERNAL | 1741131677.8212118 | 0 | 33.0
INTERNAL | 1741131678.0723069 | 0 | 34.0
RECEIVE B | 1741131678.3273442 | 0 | 35.0
RECEIVE B | 1741131678.578443 | 0 | 36.0
RECEIVE B | 1741131678.833465 | 0 | 37.0
SEND ALL | 1741131679.095128 | 0 | 38.0
SEND A | 1741131679.341374 | 0 | 39.0
RECEIVE B | 1741131679.589233 | 0 | 41.0
INTERNAL | 1741131679.842294 | 0 | 42.0
INTERNAL | 1741131680.097364 | 0 | 43.0
SEND ALL | 1741131680.373075 | 0 | 44.0
INTERNAL | 1741131680.605612 | 0 | 45.0
INTERNAL | 1741131680.860662 | 0 | 46.0
INTERNAL | 1741131681.111549 | 0 | 47.0
INTERNAL | 1741131681.361821 | 0 | 48.0
RECEIVE A | 1741131681.616884 | 0 | 49.0
INTERNAL | 1741131681.8719292 | 0 | 50.0
INTERNAL | 1741131682.126994 | 0 | 51.0
RECEIVE A | 1741131682.3827908 | 0 | 52.0
INTERNAL | 1741131682.6332428 | 0 | 53.0
INTERNAL | 1741131682.8842208 | 0 | 54.0
INTERNAL | 1741131683.139273 | 0 | 55.0
INTERNAL | 1741131683.394343 | 0 | 56.0
INTERNAL | 1741131683.649364 | 0 | 57.0
INTERNAL | 1741131683.9044049 | 0 | 58.0
SEND B | 1741131684.1603122 | 0 | 59.0
INTERNAL | 1741131684.408266 | 0 | 60.0
RECEIVE B | 1741131684.6633039 | 0 | 62.0
RECEIVE A | 1741131684.917095 | 0 | 64.0
RECEIVE B | 1741131685.1721249 | 0 | 65.0
RECEIVE B | 1741131685.424433 | 0 | 66.0
SEND B | 1741131685.6827111 | 0 | 67.0
INTERNAL | 1741131685.933375 | 0 | 68.0
INTERNAL | 1741131686.185245 | 0 | 69.0
SEND B | 1741131686.443176 | 0 | 70.0
SEND B | 1741131686.69837 | 0 | 71.0
INTERNAL | 1741131686.9489589 | 0 | 72.0
INTERNAL | 1741131687.200456 | 0 | 73.0
INTERNAL | 1741131687.455168 | 0 | 74.0
RECEIVE B | 1741131687.7055922 | 0 | 76.0
INTERNAL | 1741131687.960639 | 0 | 77.0
INTERNAL | 1741131688.215722 | 0 | 78.0
SEND ALL | 1741131688.477661 | 0 | 79.0
INTERNAL | 1741131688.722198 | 0 | 80.0
INTERNAL | 1741131688.977237 | 0 | 81.0
SEND A | 1741131689.2337651 | 0 | 82.0
INTERNAL | 1741131689.482872 | 0 | 83.0
INTERNAL | 1741131689.737938 | 0 | 84.0
INTERNAL | 1741131689.9933949 | 0 | 85.0
INTERNAL | 1741131690.24835 | 0 | 86.0
INTERNAL | 1741131690.503361 | 0 | 87.0
INTERNAL | 1741131690.75842 | 0 | 88.0
INTERNAL | 1741131691.013481 | 0 | 89.0
INTERNAL | 1741131691.2684999 | 0 | 90.0
RECEIVE A | 1741131691.523603 | 0 | 91.0
